posts,region,province
kulian sa pag ginhawa ubo nga naay plema,V,Camarines Norte
pamaol sa kalawasan mohanggak suol pag ginhawa atay,VI,Capiz
sakit kaayo ug lawas cyanosis (medical term) gago,VIII,Samar
sakit sa ulo walay gana atay,II,Batanes
ubo pangsimhot cyanosis ( medical),NCR,Metro Manila
pagkaluya pagkahuyang,IVB,Occidental Mindoro
cyanosis (medical term),IX,Zamboanga del Norte
hilanat maga ug kulani gikapoy,I,Ilocos Norte
nawa ang pang simhot,XII,Sarangani
mara ug ubo,XI,Davao de Oro
walay panlami,IX,Zamboanga del Norte
naghubak na naay kauban na dugo nagsuka na naay dugo,VIII,Northern Samar
gamay ug pula sa dugo nagsuka na naay dugo gago,X,Bukidnon
ubo naglaway atay,V,Camarines Norte
danggason,IX,Zamboanga Sibugay
tb katugnaw yawa,II,Quirino
cyanosis (medical term) mohanggak gago,IVA,Laguna
hubak na walay plema nagsakit ang dughan gago,VIII,Samar
hilanat stridor (medical),IVA,Rizal
ubo nga naay plema,XIII,Surigao del Norte
nay gamay na hilanat,XIII,Surigao del Sur
sakit sa ulo,IVA,Batangas
pagaw sakit kaayo ug lawas presyur sa nawong atay,BARMM,Maguindanao del Sur
nagkahuyang,BARMM,Maguindanao del Norte
nagluya nagkalisud ug hinga conjunctivitis (medical term),IVA,Quezon
naay dugo sa kughal or plima pula ug mata,X,Camiguin
giduas,X,Camiguin
way gana mokaon tulo ka semana ga ubo sakit kaayo ug lawas gago,BARMM,Sulu
sakit sa ulo COVID yawa,IVA,Batangas
danggas,IVA,Quezon
giduas dili ganahan mo kaon nag positive sa COVID yawa,III,Tarlac
cyanosis (medical term) paspas pag hinga  larygitis (medical) yawa,VI,Negros Occidental
hubak kulian sa pag ginhawa gago,II,Batanes
sakit ang dughan kapin sa tulo ka semana nga ubo,VIII,Leyte
post-nasal drip (medical term) cyanosis (medical term) atay,V,Sorsogon
gi igit mapaso giabat sip on gago,II,Cagayan
sugpa panguyog,VII,Negros Oriental
nay gamay na hilanat huyang ang kalawasan,XI,Davao del Norte
nag positive sa COVID berde ag plema nagsuka na naay dugo,CAR,Kalinga
tb,IVB,Romblon
gikapoy,IVA,Quezon
tonsillitis (medical) tb,III,Tarlac
dili klaro sinultihan cyanosis ( medical) plema nga naay dugo gago,XII,Cotabato
sakit sa pag tulon gibati nga kakapoy atay,BARMM,Maguindanao del Sur
kakapoy paspas ug mabaw ug pagginhawa gago,VIII,Samar
plemang may dugo gi hilantan sa kulop gago,BARMM,Lanao del Sur
suol sa dughan kon moginhawa gi sip on sakit sa pag tulon atay,BARMM,Maguindanao del Norte
gidagaang suol sa dughan sakit ang dughan atay,II,Cagayan
COVID sakit kaayo ug lawas gikapoy,I,Pangasinan
tulo ka semana ga ubo mohanggak yawa,V,Camarines Norte
nahilo gamay gikurog sakit sa hiniusang atay,II,Batanes
presyur sa nawong nangluya atay,III,Bulacan
sakit ang kalawasan galuya atay,CAR,Ifugao
walay pamaho pagkakapoy atay,I,La Union
gi hilantan sa kulop nay gamay na hilanat atay,BARMM,Maguindanao del Sur
naniwang hubak na walay plema gago,BARMM,Tawi-tawi
nagsakit ang dughan pantal-pantal/ namula ug panit pagkaniwang atay,VI,Guimaras
gikapoy ug maayo tb antigen test positive (medical term) yawa,II,Nueva Vizcaya
hubak na walay plema,III,Bataan
sip on kapoyun,VIII,Samar
nag puot na ilong danggason,I,Ilocos Sur
sakit sa ulo sakit ang dughan dulaw ug berde nga plema ug muhog,IVA,Rizal
nag puot na ilong nag puot na ilong nagsuka nga adunay dugo gago,IX,Zamboanga del Norte
laryngotracheitis (medical) sakit sa pag tulon walay panlami,IVA,Cavite
tulo sa ilong,IVB,Occidental Mindoro
hilanat nag gisi anosmia (medical term) atay,IVA,Rizal
nagkalisud ug hinga larygitis (medical) hubak na walay plema yawa,CAR,Ifugao
sip on,CAR,Benguet
hilanat post-nasal drip (medical term) hubak yawa,IVA,Batangas
plema nga naay dugo daghang plema sugpa atay,XIII,Dinagat Islands
paspas ug mabaw ug pagginhawa cyanosis (medical term) nay gamay na hilanat yawa,VIII,Samar
gamay ug pula sa dugo COVID yawa,V,Albay
mohanggak,VI,Negros Occidental
init ang pamati dulaw ug berde nga plema ug muhog,BARMM,Sulu
kulian sa pag ginhawa paspas ug pagginhawa presyur sa nawong,IVA,Quezon
pagkabara sa dalunggan,III,Pampanga
nawa ang pang simhot nag iban pang maho,IX,Zamboanga del Norte
nag puot na ilong pagkakapoy hilanat yawa,XII,Cotabato
gig balhas ubo nga naay plema yawa,II,Nueva Vizcaya
dili ganahan mo kaon,IVB,Occidental Mindoro
cyanosis (medical term) walay gana atay,III,Aurora
tonsillitis (medical),II,Isabela
nag sakit ug dughan way gana mo kaon gago,III,Zambales
nag puot na ilong cyanosis (medical term) ubo nga naay plema yawa,IVA,Laguna
pamaol sa kalawasan sakit ang tutunlan ubo nga naay plema yawa,VIII,Eastern Samar
sakit ug dughan pag ubo,BARMM,Basilan
larygitis (medical),III,Aurora
mabaw ug pag ginhawa,CAR,Abra
naniwang hilanat,IVB,Marinduque
murag mo suka,I,La Union
ubo nga naay plema init ang pamati/ hilanat atay,I,Ilocos Norte
gikurog,VI,Guimaras
walay gana gikapoy ug maayo yawa,IX,Zamboanga del Norte
post-nasal drip (medical term),BARMM,Tawi-tawi
sakit ang lawas bug at ang dughan,XI,Davao de Oro
nag positive sa COVID sakit sa sinus,IVB,Palawan
halos dili ka ginhawa,BARMM,Maguindanao del Norte
hilanat nagsuka nga adunay dugo,BARMM,Lanao del Sur
hilanat,XIII,Agusan del Sur
suol pag ginhawa ubo nag lisud ug hinga,IX,Zamboanga Sibugay
danggason naglaway,XII,Cotabato
ubo sakit ang dughan kulang ug pula sa dugo yawa,VI,Aklan
nagkalisud ug hinga bug at ang kalawasan atay,VIII,Northern Samar
nagluya sakit ug nawong pagkaluya atay,II,Batanes
tonsillitis (medical) sakit ug dughan pag ubo hilanat yawa,II,Cagayan
sakit ang dughan sakit sa sinus gago,XIII,Surigao del Norte
sakit ug dughan pag ubo Mubo ug dugo gago,CAR,Ifugao
plemang may dugo pagkaniwang yawa,IX,Zamboanga del Norte
galuya hilanat dulaw ag plema yawa,II,Batanes
nangluya nagluya tulo sa ilong atay,V,Albay
hilanat kulian sa pag ginhawa way gana mo kaon yawa,VII,Siquijor
ning mubo ang timbang gikurog,IVB,Oriental Mindoro
naghubak na naay kauban na dugo bug at ang dughan gago,BARMM,Maguindanao del Sur
nagkalisud ug hinga,IVB,Palawan
sakit ang dughan sakit sa sinus,II,Cagayan
kuli sa pag ginhawa gi sip on,III,Tarlac
dulaw ag plema gi sip on nag puot na ilong gago,VI,Guimaras
danggas ubo nga naay plema yawa,X,Camiguin
hamubo ug dugo,IVA,Cavite
sakit sa ulo dili ganahan mo kaon yawa,IX,Zamboanga del Norte
sakit sa sinus,IVB,Palawan
plema nga naay dugo gikutasan cyanosis (medical term) atay,II,Cagayan
hilanat giduas gago,II,Batanes
ubo nga naay plema ubo nga naay dulaw ug berde plema yawa,III,Aurora
gig balhas,X,Lanao del Norte
ubo dala dugo sakit sa ulo yawa,IVA,Rizal
gikapoy way gana mokaon,V,Catanduanes
suol sa dughan kon moginhawa,IVA,Laguna
walay gana mara ug ubo gago,VI,Antique
nag positive sa COVID nangluya kuli matulon yawa,X,Camiguin
tulo sa ilong naay dugo sa plema,VII,Negros Oriental
walay gana sakit ug dughan pag ubo yawa,XI,Davao Occidental
gibati nga kakapoy suol pag ginhawa gago,XIII,Surigao del Sur
maluya,VIII,Eastern Samar
presyur sa nawong gikapoy  plemang may dugo yawa,VI,Iloilo
gikulian pag ginhawa plima may dugo kuli matulon,XII,Cotabato
nahuyang,VI,Negros Occidental
plima may dugo,IX,Zamboanga del Sur
gikapoy daghang plema cyanosis ( medical) yawa,XIII,Surigao del Norte
nagsakit ang dughan berde ag plema,VII,Cebu
baradong ilong,IX,Zamboanga del Sur
galisud ginhawa,IVA,Rizal
pagsusuka sakit kaayo ug lawas hilanat atay,VI,Capiz
gikapoy ug maayo,II,Isabela
ning mubo ang timbang nag puot na ilong sakit ang tutunlan gago,III,Nueva Ecija
gikurog danggason pagkabara sa dalunggan yawa,XIII,Dinagat Islands
sinusitis (medical),V,Masbate
antigen test positive (medical term) paspas pag hinga  hubak atay,VII,Cebu
cyanosis ( medical) hilanat gig balhas yawa,II,Isabela
kuli sa pag ginhawa COVID lasa atay,CAR,Benguet
naniwang,BARMM,Maguindanao del Norte
hilanat ubo nga naay plema yawa,II,Isabela
pantal-pantal/ namula ug panit gikapoy ug maayo atay,XII,Sarangani
sinusitis (medical) ubo dala dugo gago,III,Tarlac
huyang ang kalawasan sakit sa sinus,VII,Cebu
hilanat mara ug ubo gago,XIII,Dinagat Islands
sakit sa hiniusang,IVA,Quezon
hilanat kuli matulon gago,XIII,Agusan del Sur
gi sip-on nag puot na ilong yawa,I,La Union
init ang pamati hilanat,XII,Sarangani
sakit ang dughan hilanat antigen test positive (medical term) yawa,III,Bataan
nawa ang pang simhot nag positive sa COVID kuli matulon atay,IVA,Rizal
suol sa dughan kon moginhawa baradong ilong yawa,III,Bataan
sakit ang dughan,V,Catanduanes
sakit ang kalawasan gikapoy yawa,V,Camarines Norte
hamubo ug dugo mara ug ubo walay panlami,III,Tarlac
pulmonya sa xray mabaw ug pag ginhawa naniwang,VIII,Northern Samar
ubo nga naay plema huyang ang kalawasan uro-uro yawa,CAR,Apayao
kuli sa pag ginhawa nagkalisud ug hinga atay,IVB,Marinduque
nagkalisud ug hinga gikurog ubo nga naay plema yawa,III,Bataan
pula ug mata pulmonya sa xray pangapoy yawa,VIII,Northern Samar
gi sip on,IVB,Marinduque
sakit ug nawong tonsillitis (medical) dulaw ag plema atay,CAR,Benguet
gibati nga kakapoy,XIII,Agusan del Norte
epiglottitis (medical) gi hilantan sa kulop atay,IX,Zamboanga del Sur
pagaw,VIII,Samar
walay gana dulaw ag plema ubo yawa,BARMM,Lanao del Sur
kulian sa pag ginhawa,V,Camarines Norte
sakit ang lawas maluya atay,XII,Cotabato
pantal-pantal/ namula ug panit,VI,Capiz
sakit sa sinus ubo suol sa dughan yawa,IVB,Palawan
hulot ug ilong gig balhas atay,V,Catanduanes
naghubak nga adunay dugo pamaol sa kalawasan atay,VII,Siquijor
paspas pag hinga,V,Catanduanes
nanghihina,VIII,Biliran
ubo parang nilalamig,VI,Guimaras
parang nilalamig,VI,Negros Occidental
mabilis ang paghiinga,I,La Union
tumutulo ang sipon mahirap lumulon hinahabol ang paghinga putangina,I,La Union
nagluluha,III,Tarlac
maluwag na pagdumi pamumula ng mata gago,VII,Siquijor
pagkawala ng pang-amoy,VII,Siquijor
walang ganang kumain mabigat ang dibdib gago,III,Zambales
masakit ang katawan,XI,Davao Occidental
pagpapawis lagnat plemang kulay dilaw tangina,VI,Guimaras
panginginig ng katawan masakit ang katawan gago,XII,South Cotabato
positibo sa antigen test nahihirapan huminga sipon,XI,Davao Occidental
maluwag na pagdumi may kulani sa leeg,VIII,Eastern Samar
ubo,III,Zambales
hindi makalasa nagpapawis sa gabi tangina,X,Lanao del Norte
mahigit tatlong linggong ubo pang-amoy tangina,XIII,Agusan del Norte
panghihina pagbahing,IX,Zamboanga del Norte
masakit ang lalamunan tumutulo ang sipon gago,IVA,Cavite
pagkahapo hindi nawawala ang ubo hindi makalasa,III,Tarlac
nagpapawis sa gabi hindi nawawala ang ubo putangina,VII,Siquijor
parang nasusuka,VI,Aklan
makating lalamunan lagnat mataas na lagnat,X,Lanao del Norte
sipon na nahuhulog sa lalamunan pagpapawis sa gabi,XII,Cotabato
mataas na temperatura,V,Albay
masakit sa dibdib kapag umuubo pananakit ng katawan tangina,BARMM,Basilan
nahihirapan huminga mataas na temperatura panghihina putangina,IVB,Marinduque
pagkahingal nahihirapan huminga walang ganang kumain,II,Cagayan
hindi magana sa pagkain pagkawala ng pang-amoy tangina,VI,Iloilo
masikip sa dibdib kapang huminga mainit ang pakiramdam tangina,VIII,Biliran
pagtatae mainit ang pakiramdam putangina,V,Masbate
pamumula sa balat baradong ilong gago,XI,Davao Oriental
pagkawala ng panlasa,V,Sorsogon
pagtatae masakit ang katawan masakit ang mukha putangina,IX,Zamboanga Sibugay
positibo sa COVID,BARMM,Lanao del Sur
masakit ang ulo masakit ang lalamunan,II,Quirino
nahihirapan makarinig may sinat pagkapagod putangina,II,Batanes
may dugo sa plema nanghihina tangina,XI,Davao Occidental
lagnat sa hapon o sa gabi,I,Pangasinan
hirap sa paghinga baradong ilong pagkamalat tangina,XI,Davao de Oro
namamayat bahing ng bahing tangina,VIII,Samar
mahigpit ang ubo sipon na nahuhulog sa lalamunan,CAR,Apayao
pagbahing mabigat and katawan gago,IVA,Quezon
mainit ang pakiramdam hindi magana sa pagkain gago,I,Ilocos Norte
sipon na nahuhulog sa lalamunan masakit sa dibdib kapag humihinga ng malalim gago,VI,Antique
hinahabol ang paghinga pagkapagod,III,Zambales
masakit sa dibdib kapag umuubo lagnat na may kasamang panginginig gago,XI,Davao Occidental
parang nilalamig kinakapos sa paghinga masakit ang lalamunan putangina,CAR,Apayao
pananakit ng katawan,XI,Davao del Norte
pagtatae sipon nahihirapan huminga putangina,III,Pampanga
maluwag na pagdumi lagnat sa hapon o sa gabi tangina,I,Ilocos Sur
ubong walang plema masakit ang lalamunan tangina,IVA,Cavite
hindi magana sa pagkain,IVA,Batangas
walang boses nahihirapan huminga pagkamalat putangina,CAR,Apayao
mabigat and katawan lagnat gago,NCR,Metro Manila
pagkapagod,VII,Bohol
nanghihina parang may nakabara sa tainga pagkawala ng panlasa,V,Camarines Sur
baradong ilong pagpapawis sa gabi ubong walang plema putangina,IVA,Batangas
pamumutla masakit ang mukha,X,Bukidnon
nagpapawis sa gabi pagtatae gago,VII,Negros Oriental
paberde ng balat masakit ang lalamunan,VIII,Northern Samar
pamumula sa balat sipon na kulay dilaw pamumula ng mata putangina,BARMM,Lanao del Sur
masakit ang lalamunan pamamayat pagkahapo gago,BARMM,Tawi-tawi
mahigpit ang ubo pagduduwal,CAR,Apayao
hinahabol ang paghinga masakit ang dibdib gago,BARMM,Lanao del Sur
lagnat ubong may plema,IVB,Palawan
lagnat mabilis ang paghiinga mabigat and katawan tangina,V,Catanduanes
panginginig ng katawan masakit sa dibdib kapag humihinga ng malalim mainit ang pakiramdam putangina,VI,Negros Occidental
plemang kulay dilaw,BARMM,Maguindanao del Sur
sipon walang ganang kumain medyo nahihilo gago,II,Isabela
panginginig ng katawan pagkahapo COVID gago,IVA,Quezon
hindi masyadong makaamoy,IVB,Palawan
mababa ang dugo parang nilalamig sipon putangina,VII,Cebu
masakit ang kasu-kasuan pagtatae tangina,III,Aurora
pagkahapo hindi nawawala ang ubo masakit ang katawan gago,VII,Bohol
pamumula sa balat,IVB,Oriental Mindoro
pag-ubo na may kasamang dugo,VI,Capiz
pagpapawis tumutulo ang sipon ubong walang plema,II,Nueva Vizcaya
giniginaw baradong ilong,I,La Union
pag-ubo na may kasamang dugo pagod na pagod panlasa tangina,BARMM,Sulu
sipon na nahuhulog sa lalamunan mabigat ang dibdib pagpapawis,VIII,Samar
panghihina lagnat gago,VIII,Northern Samar
nanghihina pag-ubo na may kasamang dugo gago,II,Quirino
pagbaba ng timbang,III,Pampanga
pamumula sa balat COVID masakit ang ulo tangina,V,Camarines Sur
sipon na kulay dilaw masakit ang dibdib mabilis ang paghiinga putangina,IVA,Quezon
masakit ang dibdib nagpapawis sa gabi putangina,XIII,Agusan del Norte
nahihirapan huminga panghihina sipon na nahuhulog sa lalamunan,IVB,Palawan
hindi makalasa,II,Cagayan
pagbaba ng timbang COVID gago,IVA,Laguna
nahihirapan huminga masakit ang dibdib putangina,VII,Bohol
bahing ng bahing sipon na nahuhulog sa lalamunan gago,VIII,Samar
mainit ang pakiramdam,BARMM,Maguindanao del Norte
maluwag na pagdumi hinahabol ang paghinga,CAR,Abra
pag-ubo na may kasamang dugo lagnat sa hapon o sa gabi gago,CAR,Ifugao
panginginig ng katawan hinahabol ang paghinga lagnat putangina,IVB,Marinduque
medyo nahihilo lagnat sa hapon o sa gabi,BARMM,Tawi-tawi
baradong ilong mainit ang pakiramdam masakit ang lalamunan gago,VI,Aklan
masakit ang lalamunan positibo sa COVID gago,CAR,Kalinga
nanghihina mabigat ang dibdib tangina,VI,Guimaras
baradong ilong hindi makaamoy gago,II,Cagayan
may sinat,XI,Davao Occidental
pagtatae pagdumi ng maraming beses gago,II,Batanes
mababa ang dugo pagod na pagod pagpapawis sa gabi,VIII,Eastern Samar
kinakapos sa paghinga mataas na lagnat lagnat tangina,IX,Zamboanga Sibugay
pag-ubo na may kasamang dugo masakit lumulon walang boses,XIII,Surigao del Norte
pagkawala ng panlasa baradong ilong pagsusuka tangina,NCR,Metro Manila
panginginig ng katawan,VII,Negros Oriental
hindi makalasa positibo sa COVID pagod na pagod putangina,BARMM,Basilan
pagtatae maluwag na pagdumi,CAR,Ifugao
nahihirapan huminga makating lalamunan putangina,VII,Negros Oriental
hirap sa paghinga mainit ang pakiramdam pagdumi ng maraming beses tangina,X,Camiguin
umuubo ng may dugo pag-ubo na may kasamang dugo putangina,CAR,Kalinga
kinakapos sa paghinga tumutulo ang sipon pagbahing gago,VI,Guimaras
pagtatae pagkahingal pagbaba ng timbang gago,X,Camiguin
masakit ang ulo pamumula ng mata may sinat putangina,NCR,Metro Manila
walang gana sa pagkain giniginaw tangina,V,Catanduanes
masakit ang dibdib,V,Camarines Sur
ubong may plema,CAR,Benguet
nagpapawis sa gabi masakit ang katawan hindi makaamoy gago,II,Cagayan
umuubo ng may dugo,VIII,Samar
mabigat ang dibdib mababa ang dugo tangina,III,Zambales
pagkahapo,IVB,Palawan
nahihirapan huminga nanghihina tumutulo ang sipon tangina,VIII,Biliran
makating lalamunan nanghihina putangina,XIII,Agusan del Norte
hindi magana sa pagkain positibo sa COVID masakit ang dibdib,VIII,Samar
sipon na nahuhulog sa lalamunan pamumula sa balat tangina,VIII,Eastern Samar
hindi makalasa ubo masakit ang dibdib tangina,III,Tarlac
hindi masyadong makaamoy masikip sa dibdib kapang huminga pagtatae putangina,V,Camarines Norte
panghihina,BARMM,Maguindanao del Sur
masakit ang dibdib tumutulo ang sipon putangina,IVA,Cavite
pagkapagod hindi nawawala ang ubo gago,II,Cagayan
lagnat sa gabi pagkahingal pagtatae tangina,VIII,Southern Leyte
parang nilalamig pagkahapo gago,BARMM,Tawi-tawi
pagsusuka masakit ang lalamunan hinahabol ang paghinga gago,II,Isabela
mahigpit ang ubo mataas na temperatura,X,Lanao del Norte
paberde ng balat,III,Zambales
hindi masyadong makaamoy umuubo ng may dugo tumutulo ang sipon tangina,BARMM,Basilan
masakit ang katawan lagnat putangina,IVB,Oriental Mindoro
mabigat and katawan pamumutla kinakapos sa paghinga gago,III,Zambales
maplemang ubo pagkawala ng pang-amoy putangina,II,Cagayan
hinahabol ang paghinga pagpapawis sa gabi panginginig ng katawan putangina,XI,Davao de Oro
sipon masakit sa dibdib kapag umuubo namamayat putangina,CAR,Benguet
hinahabol ang paghinga masakit ang lalamunan gago,VII,Siquijor
sipon na kulay dilaw pagod na pagod mainit ang pakiramdam,IVB,Occidental Mindoro
pagbahing ubo lagnat gago,V,Camarines Sur
pananakit ng katawan parang nilalamig hindi makalasa putangina,II,Cagayan
walang gana sa pagkain walang boses putangina,I,Ilocos Norte
kinakapos sa paghinga,IX,Zamboanga Sibugay
tumutulo ang sipon pamumula sa balat masakit ang ulo putangina,NCR,Metro Manila
mahigit tatlong linggong ubo pananakit ng katawan,I,Ilocos Norte
ubong walang plema,III,Bulacan
mababa ang dugo may sinat pagkapagod gago,VIII,Biliran
masakit ang kasu-kasuan ubo kinakapos sa paghinga,VI,Negros Occidental
mataas na lagnat hinahabol ang paghinga baradong ilong putangina,II,Nueva Vizcaya
bahing ng bahing mapula ang mata gago,VII,Bohol
nahihirapan makarinig hindi magana sa pagkain masakit ang kasu-kasuan,II,Cagayan
mahirap makarinig pumapayat putangina,CAR,Benguet
hindi nawawala ang ubo nagluluha masakit ang dibdib tangina,CAR,Benguet
hinahabol ang paghinga,II,Cagayan
nahihirapan makarinig lagnat sa gabi gago,III,Nueva Ecija
plemang may kasamang dugo masakit sa dibdib kapag umuubo,X,Misamis Oriental
mabigat ang dibdib,BARMM,Sulu
pagkamalat,XI,Davao del Norte
walang panlasa positibo sa antigen test hindi masyadong makaamoy tangina,XIII,Surigao del Norte
walang panlasa makating lalamunan pagkawala ng pang-amoy tangina,XIII,Dinagat Islands
pagsusuka,XI,Davao Oriental
pagod na pagod baradong ilong tangina,III,Nueva Ecija
hinahabol ang paghinga positibo sa COVID putangina,V,Catanduanes
paberde ng balat parang nilalamig mapula ang mata tangina,III,Pampanga
pagkapagod masakit ang katawan gago,II,Batanes
tumutulo ang sipon positibo sa COVID sipon,I,Ilocos Sur
lagnat pamumula sa balat sipon,XIII,Dinagat Islands
pagod na pagod,NCR,Metro Manila
pagtatae,BARMM,Maguindanao del Norte
walang panlasa tumutulo ang sipon hindi makalasa,IX,Zamboanga Sibugay
positibo sa antigen test,IVA,Rizal
plemang may kasamang dugo ubo putangina,VIII,Samar
lagnat sa gabi pananakit ng katawan tangina,XII,Cotabato
mahirap lumulon,VIII,Eastern Samar
ubo hindi makalasa putangina,XIII,Dinagat Islands
pagkapagod walang panlasa hindi masyadong makaamoy,II,Cagayan
masakit ang lalamunan positibo sa antigen test,II,Isabela
ubo pagod na pagod putangina,BARMM,Maguindanao del Sur
mataas na temperatura lagnat na may kasamang panginginig,VI,Antique
matagal ng may ubo pagkawala ng pang-amoy parang nilalamig tangina,XIII,Surigao del Sur
pagkamalat masakit ang lalamunan lagnat tangina,BARMM,Tawi-tawi
masakit ang dibdib panghihina gago,XI,Davao Occidental
may sinat may sinat pagduduwal gago,II,Batanes
sipon pamumula ng mata pumapayat tangina,III,Bataan
masakit ang kasu-kasuan baradong ilong gago,V,Albay
nahihirapan huminga,CAR,Mountain Province
plemang kulay dilaw mataas na temperatura putangina,IVB,Marinduque
masakit ang katawan panghihina,IVA,Laguna
tumutulo ang sipon,BARMM,Basilan
hinahabol ang paghinga pagod na pagod pananakit ng katawan,XII,Sarangani
masakit ang lalamunan pamumula ng mata putangina,VIII,Samar
plemang kulay dilaw positibo sa COVID tangina,V,Camarines Norte
hindi magana sa pagkain kinakapos sa paghinga giniginaw gago,CAR,Benguet
masakit ang lalamunan,VIII,Northern Samar
lagnat sa gabi masakit ang dibdib,IVB,Oriental Mindoro
pagtatae hinahabol ang paghinga tangina,XI,Davao del Norte
pagkawala ng panlasa panghihina,IVB,Marinduque
sipon,XIII,Dinagat Islands
plemang kulay dilaw sipon na nahuhulog sa lalamunan,VIII,Northern Samar
masakit ang mukha mahigpit ang ubo hinahabol ang paghinga,IVB,Marinduque
pagtatae pananakit ng katawan gago,VIII,Samar
stuffy nose,V,Sorsogon
taste,V,Masbate
headache,CAR,Kalinga
cough fatigue damn,BARMM,Maguindanao del Sur
anorexia greenish nasal discharge loose bowel movement crap,V,Camarines Norte
weakness,V,Camarines Sur
cyanosis loss of appetite,X,Bukidnon
chest pain conjunctivitis shit,IVB,Romblon
chest pain,III,Aurora
drooling,CAR,Ifugao
cyanosis productive cough pleuritic chest pain shit,BARMM,Maguindanao del Sur
Sweating,II,Quirino
taste anorexia,VI,Guimaras
runny nose rashes damn,XII,Sultan Kudarat
cough for more than three weeks dry cough dyspnea,XI,Davao Occidental
